ITEM,UNIQUE_VISITORS,VISITS,PAGE_VIEWS,BOUNCES,TIME_SPENT_ON_PAGE_(MIN),E89_VIDEO_VIEWS,E17_FORM_SUCCESS,FORM_SUBMISSIONS,TOTAL_WEEKLY_UNIQUE_VISITORS,ENTRIES,TOTAL_TIME_SPENT,ACCOUNT_NUMBER,DATE,GRANULARITY,SEGMENT_ID,GROUP,ETL_EXTRACT_DATE
,,,,,,,,,,,,ISP Visitor,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,Not In List,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.do,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,1/1/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,ISP Visitor,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,Not In List,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,0,0.05,0,0,0,1,1,3,::unspecified::,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,1/7/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ISP Visitor,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,2,0,23.1,0,0,0,1,1,1386,Not In List,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,::unspecified::,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,1/14/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ISP Visitor,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.13,0,0,0,1,0,8,Not In List,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,1,1,0,Not In List,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.do,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,1/21/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,7,7,9,0,2.02,0,0,0,7,0,847,ISP Visitor,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,7,3,0,ISP Visitor,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-security-ops.html,0,0,0,0,INF,0,0,INF,7,1,0,ISP Visitor,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-csm.html,0,0,0,0,INF,0,0,INF,7,1,0,ISP Visitor,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,5,5,6,0,5.09,0,0,0,10,0,1527,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,3,3,4,1,0.56,0,0,0,10,3,100,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value,1,1,1,0,0.33,0,0,0,10,0,20,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/financialservices,1,1,1,0,0.13,0,0,0,10,0,8,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,10,3,0,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-csm.html,0,0,0,0,INF,0,0,INF,10,2,0,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/thank-you.84397ff6-7e2b-4c51-aa25-be01dd4cb706.html,0,0,0,0,INF,0,0,INF,10,1,0,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,10,1,0,Not In List,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-csm.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,1/28/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,4,4,4,0,3.32,0,0,0,4,0,796,ISP Visitor,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,4,2,0,ISP Visitor,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-security-ops.html,0,0,0,0,INF,0,0,INF,4,1,0,ISP Visitor,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,2,2,2,0,0.12,0,0,0,3,0,14,Not In List,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,0,0.2,0,0,0,3,0,12,Not In List,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-itsm.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,2/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,2,0,0.07,0,0,0,2,1,4,ISP Visitor,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.27,0,0,0,2,0,16,ISP Visitor,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,2,0,2.28,0,0,0,3,1,137,Not In List,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,3,1,0,Not In List,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.07,0,0,0,3,0,4,Not In List,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,2/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,2,0,1.07,0,0,0,2,0,64,ISP Visitor,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.05,0,0,0,2,0,3,ISP Visitor,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-security-ops.html,0,0,0,0,INF,0,0,INF,2,1,0,ISP Visitor,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,0,0.3,0,0,0,2,0,18,Not In List,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.28,0,0,0,2,0,17,Not In List,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,2,1,0,Not In List,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,0,1,0,::unspecified::,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,2/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ISP Visitor,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,3,3,5,0,0.12,0,0,0,9,1,22,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/calculatorProps.html,2,2,2,0,2.02,0,0,0,9,1,242,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,2,0,6.38,0,0,0,9,1,383,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,1,1,0,0,0,0,9,1,0,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/valuecalculator,1,1,1,0,0.22,0,0,0,9,0,13,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/limitless-it.html,1,1,1,0,0.2,0,0,0,9,0,12,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,9,4,0,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/solutions/csm.html,0,0,0,0,INF,0,0,INF,9,1,0,Not In List,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/calculatorProps.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,2/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.28,0,0,0,1,0,17,ISP Visitor,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,ISP Visitor,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,1,0,0,0,0,0,1,0,0,Not In List,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/schedules.html,0,0,0,0,INF,0,0,INF,1,1,0,::unspecified::,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,3/4/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/%20value-calculator-it.html,1,1,2,0,0.22,0,0,0,2,1,13,ISP Visitor,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.47,0,0,0,2,0,28,ISP Visitor,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,2,1,0,ISP Visitor,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,2,2,0,3.88,0,0,0,3,1,465,Not In List,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,2,0,0.12,0,0,0,3,0,7,Not In List,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/collateral/modernize-itsm.html,1,1,1,1,0,0,0,0,3,1,0,Not In List,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/thank-you.VseHkwcjqYCmaWGSeeGu1TJEP2x9S22P.png.html,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,0,0.33,0,0,0,1,1,20,::unspecified::,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/plan.html,1,1,1,0,0.22,0,0,0,1,0,13,::unspecified::,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/plan/it/cmdb-deployment%E2%80%A6.,1,1,1,0,0,0,0,0,1,0,0,::unspecified::,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,::unspecified::,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,3/11/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,3,1,0,ISP Visitor,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.do,1,1,1,1,0,0,0,0,3,1,0,ISP Visitor,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.05,0,0,0,3,0,3,ISP Visitor,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/value-calculator-it.html,0,0,0,0,INF,0,0,INF,3,1,0,ISP Visitor,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,2,2,3,1,0.23,0,0,0,4,2,27,Not In List,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/calculatorProps.html,1,1,1,0,0.18,0,0,0,4,1,11,Not In List,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/,1,1,1,0,0.13,0,0,0,4,0,8,Not In List,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/lpayr/forrester-study-total-economic-impact-of-servicenow.html,0,0,0,0,INF,0,0,INF,4,1,0,Not In List,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0065581,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0071663,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0048703,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0008833,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0106566,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087337,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
,,,,,,,,,,,,ACCT0087467,3/18/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success.html,22,29,54,9,2.79,0,0,0,32,23,4859,ISP Visitor,3/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
www.servicenow.com/success/plan.html,10,10,10,0,0.28,0,0,0,32,1,170,ISP Visitor,3/25/2018,week,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 11:36
