ITEM,UNIQUE_VISITORS,VISITS,PAGE_VIEWS,BOUNCES,TIME_SPENT_ON_PAGE_(MIN),E89_VIDEO_VIEWS,E17_FORM_SUCCESS,FORM_SUBMISSIONS,TOTAL_WEEKLY_UNIQUE_VISITORS,ENTRIES,TOTAL_TIME_SPENT,ACCOUNT_NUMBER,START_DATE_OF_WEEK,GRANULARITY,SEGMENT_ID,GROUP,ETL_EXTRACT_DATE
www.servicenow.com/success/value-calculator-it-form-1.html,2,2,3,0,4.87,0,0,0,34,0,584,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,2,6,1,1.25,0,0,0,34,1,150,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,1,2,4,0,3.02,0,2,100,34,0,363,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps-form-1.html,1,1,2,0,0.3,0,1,100,34,0,18,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,34,12,0,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/resources.html,0,0,0,0,INF,0,0,INF,34,2,0,Not In List,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,43,44,95,8,1.16,0,0,0,47,9,3055,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,8,9,16,1,0.64,0,0,0,47,4,343,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,4,4,9,0,0.82,0,0,0,47,0,198,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,4,4,7,1,2.58,0,0,0,47,2,619,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,4,4,5,0,1.65,0,1,25,47,0,396,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,3,3,3,1,0.94,0,0,0,47,1,170,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form-1.html,1,1,1,0,1.75,0,0,0,47,0,105,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,47,20,0,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success.html,0,0,0,0,INF,0,0,INF,47,2,0,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/customer-service-management.html,0,0,0,0,INF,0,0,INF,47,1,0,ISP Visitor,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,8,8,8,5,0.53,0,0,0,13,6,256,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,3,3,4,2,0.13,0,0,0,13,3,23,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,2,2,2,1,0.06,0,0,0,13,2,7,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,13,4,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5345/,0,0,0,0,INF,0,0,INF,13,2,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/customers.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/it-service-management.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/resources.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/nowforum.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0065581,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0000538,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0067422,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0106566,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0015888,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0006886,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0026431,5/28/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,66,70,140,10,2,0,0,0,81,26,8385,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,8,11,138,0,27.76,0,0,0,81,5,18321,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,8,8,11,1,0.64,0,3,37.5,81,1,305,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,7,7,17,1,0.77,0,0,0,81,2,323,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,5,5,15,0,4.79,0,0,0,81,2,1436,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,4,4,6,0,0.15,0,0,0,81,0,37,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,1,1,1,0,0,0,0,0,81,0,0,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,81,25,0,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success.html,0,0,0,0,INF,0,0,INF,81,4,0,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products-by-category.html,0,0,0,0,INF,0,0,INF,81,2,0,Not In List,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,55,60,149,13,1.04,0,0,0,77,22,3745,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,15,16,44,1,2.39,0,0,0,77,6,2291,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,13,14,47,1,2.37,0,1,7.14,77,4,1990,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,8,9,17,0,8.43,0,6,66.67,77,0,4553,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,6,6,18,1,5.03,0,0,0,77,1,1812,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,5,5,11,1,5.43,0,0,0,77,1,1629,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,3,4,14,0,6.51,0,6,150,77,0,1563,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form-1.html,1,2,4,0,4.03,0,0,0,77,0,484,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,1,0,22.18,0,0,0,77,0,1331,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,77,27,0,ISP Visitor,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,4,4,5,2,0.11,0,0,0,5,3,26,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0.23,0,0,0,5,1,14,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,5,9,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success.html,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5345,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/services/training-and-certification.html,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5840,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products-by-category.html,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/shared-services-applications/field-service-management.html,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/partners.html,0,0,0,0,INF,0,0,INF,5,1,0,::unspecified::,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0065581,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0000538,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0067422,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0106566,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0015888,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0006886,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,1,2,6,0,1.16,0,2,100,1,2,139,ACCT0026431,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,1,7,0,1.25,0,0,0,1,0,75,ACCT0026431,5/29/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,71,75,195,14,1.29,0,0,0,94,34,5787,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,19,19,35,3,2.2,0,0,0,94,5,2508,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,13,14,128,5,19.71,0,0,0,94,8,16559,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,7,7,15,1,5.72,0,0,0,94,1,2404,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,6,6,17,0,7.61,0,9,150,94,0,2739,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,4,4,6,0,2.59,0,2,50,94,0,622,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,2,0,0.24,0,0,0,94,1,29,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,0,7.78,0,0,0,94,0,467,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,94,31,0,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success.html,0,0,0,0,INF,0,0,INF,94,3,0,Not In List,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,74,76,136,9,2.28,0,0,0,93,23,10377,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,17,17,44,1,0.85,0,0,0,93,2,871,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,10,11,18,0,3.41,0,6,54.55,93,1,2251,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,8,8,11,1,0.14,0,0,0,93,1,68,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,4,4,4,2,0.15,0,0,0,93,2,36,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,3,3,6,0,2.28,0,3,100,93,0,410,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,3,0,8.24,0,0,0,93,0,989,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,1,0,0,0,0,0,93,0,0,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,93,37,0,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/it-service-management.html,0,0,0,0,INF,0,0,INF,93,4,0,ISP Visitor,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,11,11,22,6,1.47,0,0,0,13,9,968,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,2,2,3,0,4.57,0,1,50,13,0,548,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,1,1,1,1,0,0,0,0,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,1,1,1,1,0,0,0,0,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,13,3,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5345/,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/reporting.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5759/,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/company/media/analyst-report.html,0,0,0,0,INF,0,0,INF,13,1,0,::unspecified::,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,2,2,2,2,0,0,0,0,2,2,0,ACCT0065581,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0000538,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0067422,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0106566,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0015888,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0006886,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,1,2,100,0,24.96,0,0,0,1,2,2995,ACCT0026431,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,3,0,10.93,0,2,200,1,0,656,ACCT0026431,5/30/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,57,58,148,7,1.27,0,0,0,80,19,4416,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,17,23,103,4,5.78,0,0,0,80,14,7970,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,12,16,27,1,1.47,0,0,0,80,3,1414,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,9,10,21,0,1.73,0,0,0,80,3,1036,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form.html,2,2,8,1,1.03,0,1,50,80,2,124,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,2,2,4,0,14.05,0,1,50,80,1,1686,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form-1.html,2,2,3,0,0.21,0,0,0,80,0,25,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,2,0,0.38,0,1,100,80,0,23,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator.html,1,1,1,0,0.65,0,0,0,80,0,39,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator,1,1,1,0,0.45,0,0,0,80,0,27,Not In List,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,42,42,115,9,2.59,0,0,0,60,13,6516,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,13,15,48,2,1.8,0,0,0,60,5,1623,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,12,12,29,1,1.57,0,0,0,60,5,1127,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,7,7,21,0,3.13,0,10,142.86,60,0,1315,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-intelligent-apps.html,4,4,9,0,0.66,0,0,0,60,0,158,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-security-ops.html,3,3,6,0,4.33,0,0,0,60,0,779,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form-1.html,3,3,5,0,5.24,0,1,33.33,60,0,943,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr-form-1.html,3,3,3,0,0.16,0,0,0,60,0,28,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form.html,1,1,4,0,0.6,0,1,100,60,1,36,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,60,24,0,ISP Visitor,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it.html,8,8,18,3,2.84,0,0,0,16,6,1363,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,4,4,9,1,0.87,0,0,0,16,4,209,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm.html,4,4,8,2,0.55,0,0,0,16,3,131,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-it-form-1.html,2,2,2,1,0,0,0,0,16,1,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-csm-form-1.html,1,1,1,0,0,0,0,0,16,0,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/,0,0,0,0,INF,0,0,INF,16,3,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
info.servicenow.com/LP=5345/,0,0,0,0,INF,0,0,INF,16,3,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
go.servicenow.com/LP=10145,0,0,0,0,INF,0,0,INF,16,1,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/products/it-service-management.html,0,0,0,0,INF,0,0,INF,16,1,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/search-results.html,0,0,0,0,INF,0,0,INF,16,1,0,::unspecified::,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
www.servicenow.com/success/value-calculator-hr.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0065581,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0000538,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0067422,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0106566,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
,,,,,,,,,,,,ACCT0015888,5/31/2018,day,VALUE_CALCULATOR,CUSTOMER_SUCCESS,1/7/2019 12:54
